Season,Origin,mean_arrdelay
Winter,MCO,7.7680686408900685
Spring,MCO,6.842857537997705
Summer,MCO,11.824068647969861
Fall,MCO,3.6064709576415854
Winter,MIA,11.181195639340391
Spring,MIA,9.251328564128768
Summer,MIA,16.94398469340136
Fall,MIA,7.289640273311897
