FlightDate,airport,ArrDelay,DepDelay,Cancelled,Diverted,period
2000-01-05,MCO,-3.0,12.0,False,False,other
2000-01-06,MCO,-17.0,-5.0,False,False,other
2000-01-07,MCO,-9.0,-5.0,False,False,other
2000-01-08,MCO,1.0,0.0,False,False,other
2000-01-09,MCO,3.0,10.0,False,False,other
2000-01-10,MCO,-13.0,11.0,False,False,other
2000-01-11,MCO,-12.0,-5.0,False,False,other
2000-01-12,MCO,-18.0,-5.0,False,False,other
2000-01-13,MCO,15.0,17.0,False,False,other
2000-01-14,MCO,12.0,-3.0,False,False,other
2000-01-15,MCO,4.0,-2.0,False,False,other
2000-01-16,MCO,-2.0,-4.0,False,False,other
2000-01-17,MCO,8.0,-3.0,False,False,other
2000-01-18,MCO,-9.0,-6.0,False,False,other
2000-01-19,MCO,169.0,181.0,False,False,other
2000-01-20,MCO,15.0,21.0,False,False,other
2000-01-21,MCO,6.0,-2.0,False,False,other
2000-01-22,MCO,-2.0,5.0,False,False,other
2000-01-23,MCO,-21.0,-1.0,False,False,other
2000-01-24,MCO,,,True,False,other
2000-01-25,MCO,,,True,False,other
2000-01-26,MCO,60.0,67.0,False,False,other
2000-01-27,MCO,-7.0,0.0,False,False,other
2000-01-28,MCO,0.0,0.0,False,False,other
2000-01-29,MCO,1.0,-2.0,False,False,other
2000-01-30,MCO,9.0,22.0,False,False,other
2000-01-31,MCO,8.0,14.0,False,False,other
2000-01-01,MCO,-9.0,7.0,False,False,other
2000-01-05,MCO,21.0,29.0,False,False,other
2000-01-06,MCO,2.0,11.0,False,False,other
2000-01-08,MCO,-9.0,2.0,False,False,other
2000-01-12,MCO,-6.0,4.0,False,False,other
2000-01-13,MCO,-6.0,3.0,False,False,other
2000-01-15,MCO,-14.0,-3.0,False,False,other
2000-01-19,MCO,7.0,16.0,False,False,other
2000-01-20,MCO,27.0,20.0,False,False,other
2000-01-22,MCO,41.0,0.0,False,False,other
2000-01-01,MCO,-4.0,12.0,False,False,other
2000-01-02,MCO,14.0,2.0,False,False,other
2000-01-03,MCO,-12.0,7.0,False,False,other
2000-01-04,MCO,-16.0,-1.0,False,False,other
2000-01-05,MCO,-13.0,1.0,False,False,other
2000-01-06,MCO,-18.0,-1.0,False,False,other
2000-01-07,MCO,-11.0,4.0,False,False,other
2000-01-08,MCO,-13.0,6.0,False,False,other
2000-01-09,MCO,24.0,14.0,False,False,other
2000-01-10,MCO,-17.0,1.0,False,False,other
2000-01-11,MCO,-17.0,-1.0,False,False,other
2000-01-12,MCO,-9.0,0.0,False,False,other
2000-01-13,MCO,-17.0,3.0,False,False,other
2000-01-14,MCO,2.0,0.0,False,False,other
2000-01-15,MCO,-15.0,-2.0,False,False,other
2000-01-16,MCO,-3.0,2.0,False,False,other
2000-01-17,MCO,-14.0,4.0,False,False,other
2000-01-18,MCO,0.0,3.0,False,False,other
2000-01-19,MCO,-7.0,8.0,False,False,other
2000-01-20,MCO,-7.0,2.0,False,False,other
2000-01-21,MCO,-3.0,5.0,False,False,other
2000-01-22,MCO,-13.0,4.0,False,False,other
2000-01-23,MCO,25.0,38.0,False,False,other
2000-01-24,MCO,13.0,30.0,False,False,other
2000-01-25,MCO,-10.0,5.0,False,False,other
2000-01-26,MCO,-10.0,5.0,False,False,other
2000-01-27,MCO,-10.0,5.0,False,False,other
2000-01-28,MCO,,,True,False,other
2000-01-29,MCO,,,True,False,other
2000-01-30,MCO,6.0,13.0,False,False,other
2000-01-31,MCO,2.0,18.0,False,False,other
2000-01-01,MCO,1.0,4.0,False,False,other
2000-01-02,MCO,-1.0,0.0,False,False,other
2000-01-06,MCO,-9.0,3.0,False,False,other
2000-01-07,MCO,-9.0,3.0,False,False,other
2000-01-08,MCO,10.0,13.0,False,False,other
2000-01-09,MCO,-8.0,6.0,False,False,other
2000-01-13,MCO,23.0,4.0,False,False,other
2000-01-14,MCO,-6.0,4.0,False,False,other
2000-01-15,MCO,-16.0,0.0,False,False,other
2000-01-16,MCO,-2.0,5.0,False,False,other
2000-01-20,MCO,2.0,3.0,False,False,other
2000-01-21,MCO,-1.0,2.0,False,False,other
2000-01-22,MCO,-12.0,0.0,False,False,other
2000-01-23,MCO,20.0,34.0,False,False,other
2000-01-27,MCO,-17.0,0.0,False,False,other
2000-01-28,MCO,,,True,False,other
2000-01-29,MCO,,,True,False,other
2000-01-30,MCO,28.0,40.0,False,False,other
2000-01-26,MCO,14.0,8.0,False,False,other
2000-01-27,MCO,-5.0,14.0,False,False,other
2000-01-29,MCO,160.0,178.0,False,False,other
2000-01-02,MCO,27.0,43.0,False,False,other
2000-01-03,MCO,4.0,-1.0,False,False,other
2000-01-04,MCO,1.0,19.0,False,False,other
2000-01-07,MCO,2.0,4.0,False,False,other
2000-01-09,MCO,9.0,20.0,False,False,other
2000-01-10,MCO,6.0,3.0,False,False,other
2000-01-11,MCO,-4.0,6.0,False,False,other
2000-01-14,MCO,5.0,14.0,False,False,other
2000-01-16,MCO,45.0,22.0,False,False,other
2000-01-17,MCO,3.0,6.0,False,False,other
2000-01-18,MCO,41.0,53.0,False,False,other
2000-01-21,MCO,9.0,14.0,False,False,other
2000-01-23,MCO,9.0,5.0,False,False,other
2000-01-24,MCO,-2.0,8.0,False,False,other
2000-01-25,MCO,-12.0,0.0,False,False,other
2000-01-28,MCO,-6.0,11.0,False,False,other
2000-01-30,MCO,4.0,1.0,False,False,other
2000-01-31,MCO,9.0,20.0,False,False,other
2000-01-01,MCO,-4.0,2.0,False,False,other
2000-01-02,MCO,26.0,37.0,False,False,other
2000-01-03,MCO,-4.0,4.0,False,False,other
2000-01-04,MCO,23.0,25.0,False,False,other
2000-01-05,MCO,-1.0,3.0,False,False,other
2000-01-06,MCO,-2.0,-3.0,False,False,other
2000-01-07,MCO,-6.0,-2.0,False,False,other
2000-01-08,MCO,-10.0,-8.0,False,False,other
2000-01-09,MCO,18.0,7.0,False,False,other
2000-01-10,MCO,-4.0,2.0,False,False,other
2000-01-11,MCO,-10.0,-3.0,False,False,other
2000-01-12,MCO,-5.0,-2.0,False,False,other
2000-01-13,MCO,4.0,2.0,False,False,other
2000-01-14,MCO,-5.0,0.0,False,False,other
2000-01-15,MCO,-2.0,0.0,False,False,other
2000-01-16,MCO,9.0,2.0,False,False,other
2000-01-17,MCO,7.0,0.0,False,False,other
2000-01-18,MCO,2.0,1.0,False,False,other
2000-01-19,MCO,44.0,0.0,False,False,other
2000-01-20,MCO,-4.0,-1.0,False,False,other
2000-01-21,MCO,-1.0,-3.0,False,False,other
2000-01-22,MCO,,,True,False,other
2000-01-23,MCO,13.0,1.0,False,False,other
2000-01-24,MCO,-11.0,-2.0,False,False,other
2000-01-25,MCO,-2.0,-3.0,False,False,other
2000-01-26,MCO,3.0,-2.0,False,False,other
2000-01-27,MCO,4.0,13.0,False,False,other
2000-01-28,MCO,-11.0,-2.0,False,False,other
2000-01-29,MCO,,,True,False,other
2000-01-30,MCO,2.0,2.0,False,False,other
2000-01-31,MCO,-3.0,-5.0,False,False,other
2000-01-01,MCO,-1.0,-2.0,False,False,other
2000-01-02,MCO,3.0,1.0,False,False,other
2000-01-03,MCO,-7.0,-3.0,False,False,other
2000-01-04,MCO,3.0,3.0,False,False,other
2000-01-05,MCO,3.0,-1.0,False,False,other
2000-01-06,MCO,4.0,-3.0,False,False,other
2000-01-07,MCO,-11.0,-2.0,False,False,other
2000-01-08,MCO,2.0,-4.0,False,False,other
2000-01-09,MCO,2.0,2.0,False,False,other
2000-01-10,MCO,18.0,0.0,False,False,other
2000-01-11,MCO,-4.0,-2.0,False,False,other
2000-01-12,MCO,-8.0,-2.0,False,False,other
2000-01-13,MCO,-1.0,1.0,False,False,other
2000-01-14,MCO,-2.0,6.0,False,False,other
2000-01-15,MCO,0.0,4.0,False,False,other
2000-01-16,MCO,-1.0,9.0,False,False,other
2000-01-17,MCO,-2.0,3.0,False,False,other
2000-01-18,MCO,,,True,False,other
2000-01-19,MCO,,,True,False,other
2000-01-20,MCO,1.0,0.0,False,False,other
2000-01-21,MCO,-5.0,-2.0,False,False,other
2000-01-22,MCO,-3.0,-2.0,False,False,other
2000-01-23,MCO,-4.0,3.0,False,False,other
2000-01-24,MCO,9.0,3.0,False,False,other
2000-01-25,MCO,1.0,3.0,False,False,other
2000-01-26,MCO,2.0,-3.0,False,False,other
2000-01-27,MCO,0.0,-6.0,False,False,other
2000-01-28,MCO,-1.0,1.0,False,False,other
2000-01-29,MCO,2.0,-2.0,False,False,other
2000-01-30,MCO,13.0,6.0,False,False,other
2000-01-31,MCO,2.0,-1.0,False,False,other
2000-01-03,MCO,39.0,52.0,False,False,other
2000-01-04,MCO,1.0,6.0,False,False,other
2000-01-05,MCO,-5.0,6.0,False,False,other
2000-01-10,MCO,-7.0,3.0,False,False,other
2000-01-11,MCO,1.0,2.0,False,False,other
2000-01-12,MCO,-6.0,0.0,False,False,other
2000-01-17,MCO,-5.0,2.0,False,False,other
2000-01-18,MCO,-1.0,0.0,False,False,other
2000-01-19,MCO,8.0,1.0,False,False,other
2000-01-24,MCO,3.0,2.0,False,False,other
2000-01-25,MCO,6.0,2.0,False,False,other
2000-01-26,MCO,-7.0,0.0,False,False,other
2000-01-31,MCO,1.0,0.0,False,False,other
2000-01-01,MCO,20.0,2.0,False,False,other
2000-01-02,MCO,44.0,1.0,False,False,other
2000-01-03,MCO,8.0,13.0,False,False,other
2000-01-04,MCO,7.0,0.0,False,False,other
2000-01-05,MCO,1.0,1.0,False,False,other
2000-01-06,MCO,57.0,58.0,False,False,other
2000-01-07,MCO,1.0,0.0,False,False,other
2000-01-08,MCO,8.0,-2.0,False,False,other
2000-01-09,MCO,2.0,-1.0,False,False,other
2000-01-10,MCO,-13.0,1.0,False,False,other
2000-01-11,MCO,-7.0,0.0,False,False,other
2000-01-12,MCO,-1.0,-4.0,False,False,other
2000-01-13,MCO,10.0,-3.0,False,False,other
2000-01-14,MCO,3.0,-3.0,False,False,other
2000-01-15,MCO,-2.0,-4.0,False,False,other
2000-01-16,MCO,15.0,-2.0,False,False,other
2000-01-17,MCO,-17.0,-3.0,False,False,other
2000-01-18,MCO,10.0,1.0,False,False,other
2000-01-19,MCO,-6.0,2.0,False,False,other
2000-01-20,MCO,3.0,-1.0,False,False,other
2000-01-21,MCO,-6.0,0.0,False,False,other
2000-01-22,MCO,1.0,-1.0,False,False,other
2000-01-23,MCO,18.0,21.0,False,False,other
2000-01-24,MCO,-10.0,-2.0,False,False,other
2000-01-25,MCO,1.0,-4.0,False,False,other
2000-01-26,MCO,7.0,3.0,False,False,other
2000-01-27,MCO,9.0,1.0,False,False,other
2000-01-28,MCO,-9.0,4.0,False,False,other
2000-01-29,MCO,11.0,7.0,False,False,other
2000-01-30,MCO,39.0,31.0,False,False,other
2000-01-31,MCO,54.0,59.0,False,False,other
2000-01-01,MCO,3.0,1.0,False,False,other
2000-01-02,MCO,5.0,-3.0,False,False,other
2000-01-03,MCO,-6.0,-2.0,False,False,other
2000-01-04,MCO,6.0,2.0,False,False,other
2000-01-05,MCO,-3.0,2.0,False,False,other
2000-01-06,MCO,5.0,3.0,False,False,other
2000-01-07,MCO,,,True,False,other
2000-01-08,MCO,-10.0,-3.0,False,False,other
2000-01-09,MCO,1.0,1.0,False,False,other
2000-01-10,MCO,13.0,5.0,False,False,other
2000-01-11,MCO,-1.0,-3.0,False,False,other
2000-01-12,MCO,-5.0,2.0,False,False,other
2000-01-13,MCO,-2.0,0.0,False,False,other
2000-01-14,MCO,-5.0,0.0,False,False,other
2000-01-15,MCO,28.0,36.0,False,False,other
2000-01-16,MCO,-4.0,0.0,False,False,other
2000-01-17,MCO,-5.0,0.0,False,False,other
2000-01-18,MCO,7.0,0.0,False,False,other
2000-01-19,MCO,2.0,-1.0,False,False,other
2000-01-20,MCO,-3.0,-1.0,False,False,other
2000-01-21,MCO,1.0,-5.0,False,False,other
2000-01-22,MCO,2.0,3.0,False,False,other
2000-01-23,MCO,1.0,2.0,False,False,other
2000-01-24,MCO,5.0,8.0,False,False,other
2000-01-25,MCO,-1.0,2.0,False,False,other
2000-01-26,MCO,-4.0,1.0,False,False,other
2000-01-27,MCO,-6.0,-2.0,False,False,other
2000-01-28,MCO,-6.0,1.0,False,False,other
2000-01-29,MCO,31.0,-2.0,False,False,other
2000-01-30,MCO,18.0,19.0,False,False,other
2000-01-31,MCO,11.0,-1.0,False,False,other
2000-01-03,MCO,-9.0,9.0,False,False,other
2000-01-04,MCO,-10.0,7.0,False,False,other
2000-01-05,MCO,-11.0,4.0,False,False,other
2000-01-10,MCO,18.0,17.0,False,False,other
2000-01-11,MCO,-12.0,-1.0,False,False,other
2000-01-12,MCO,16.0,6.0,False,False,other
2000-01-17,MCO,4.0,6.0,False,False,other
2000-01-18,MCO,-8.0,-2.0,False,False,other
2000-01-19,MCO,-5.0,-2.0,False,False,other
2000-01-24,MCO,28.0,22.0,False,False,other
2000-01-25,MCO,-6.0,-1.0,False,False,other
2000-01-26,MCO,-1.0,7.0,False,False,other
2000-01-31,MCO,-4.0,-1.0,False,False,other
2000-01-01,MCO,-8.0,0.0,False,False,other
2000-01-02,MCO,-12.0,-1.0,False,False,other
2000-01-03,MCO,-13.0,1.0,False,False,other
2000-01-04,MCO,217.0,236.0,False,False,other
2000-01-05,MCO,-8.0,-4.0,False,False,other
2000-01-06,MCO,-12.0,-4.0,False,False,other
2000-01-07,MCO,-2.0,5.0,False,False,other
2000-01-08,MCO,,,True,False,other
2000-01-09,MCO,2.0,1.0,False,False,other
2000-01-10,MCO,-18.0,-4.0,False,False,other
2000-01-11,MCO,-9.0,-4.0,False,False,other
2000-01-12,MCO,,,True,False,other
2000-01-13,MCO,-13.0,-1.0,False,False,other
2000-01-14,MCO,2.0,1.0,False,False,other
2000-01-15,MCO,-7.0,-4.0,False,False,other
2000-01-16,MCO,32.0,36.0,False,False,other
2000-01-17,MCO,9.0,-1.0,False,False,other
2000-01-18,MCO,17.0,18.0,False,False,other
2000-01-19,MCO,-2.0,2.0,False,False,other
2000-01-20,MCO,4.0,4.0,False,False,other
2000-01-21,MCO,-3.0,-2.0,False,False,other
2000-01-22,MCO,53.0,52.0,False,False,other
2000-01-23,MCO,1.0,0.0,False,False,other
2000-01-24,MCO,-5.0,0.0,False,False,other
2000-01-25,MCO,-9.0,-7.0,False,False,other
2000-01-26,MCO,5.0,-2.0,False,False,other
2000-01-27,MCO,44.0,66.0,False,False,other
2000-01-28,MCO,-4.0,4.0,False,False,other
2000-01-29,MCO,,,True,False,other
2000-01-30,MCO,-5.0,2.0,False,False,other
2000-01-31,MCO,-7.0,-3.0,False,False,other
2000-01-01,MCO,,,True,False,other
2000-01-02,MCO,9.0,10.0,False,False,other
2000-01-03,MCO,1.0,1.0,False,False,other
2000-01-04,MCO,46.0,58.0,False,False,other
2000-01-05,MCO,10.0,7.0,False,False,other
2000-01-06,MCO,0.0,4.0,False,False,other
2000-01-07,MCO,-4.0,-2.0,False,False,other
2000-01-08,MCO,-5.0,-1.0,False,False,other
2000-01-09,MCO,7.0,2.0,False,False,other
2000-01-10,MCO,-4.0,9.0,False,False,other
2000-01-11,MCO,5.0,1.0,False,False,other
2000-01-12,MCO,-3.0,-1.0,False,False,other
2000-01-13,MCO,-9.0,5.0,False,False,other
2000-01-14,MCO,-4.0,-1.0,False,False,other
2000-01-15,MCO,-5.0,2.0,False,False,other
2000-01-16,MCO,-3.0,1.0,False,False,other
2000-01-17,MCO,10.0,8.0,False,False,other
2000-01-18,MCO,-5.0,0.0,False,False,other
2000-01-19,MCO,-5.0,-1.0,False,False,other
2000-01-20,MCO,1.0,-2.0,False,False,other
2000-01-21,MCO,13.0,-1.0,False,False,other
2000-01-22,MCO,1.0,1.0,False,False,other
2000-01-23,MCO,21.0,6.0,False,False,other
2000-01-24,MCO,11.0,2.0,False,False,other
2000-01-25,MCO,-11.0,-2.0,False,False,other
2000-01-26,MCO,2.0,3.0,False,False,other
2000-01-27,MCO,3.0,0.0,False,False,other
2000-01-28,MCO,-3.0,2.0,False,False,other
2000-01-29,MCO,232.0,213.0,False,False,other
2000-01-30,MCO,17.0,2.0,False,False,other
2000-01-31,MCO,10.0,18.0,False,False,other
2000-01-01,MCO,5.0,2.0,False,False,other
2000-01-02,MCO,-6.0,0.0,False,False,other
2000-01-03,MCO,15.0,1.0,False,False,other
2000-01-04,MCO,-13.0,2.0,False,False,other
2000-01-05,MCO,,,True,False,other
2000-01-06,MCO,16.0,-1.0,False,False,other
2000-01-07,MCO,5.0,0.0,False,False,other
2000-01-08,MCO,22.0,3.0,False,False,other
2000-01-09,MCO,63.0,34.0,False,False,other
2000-01-10,MCO,-3.0,-3.0,False,False,other
2000-01-11,MCO,-8.0,-2.0,False,False,other
2000-01-12,MCO,5.0,2.0,False,False,other
2000-01-13,MCO,-12.0,-4.0,False,False,other
2000-01-14,MCO,104.0,106.0,False,False,other
2000-01-15,MCO,8.0,3.0,False,False,other
2000-01-16,MCO,28.0,20.0,False,False,other
2000-01-17,MCO,2.0,0.0,False,False,other
2000-01-18,MCO,2.0,-3.0,False,False,other
2000-01-19,MCO,6.0,-1.0,False,False,other
2000-01-20,MCO,-9.0,-4.0,False,False,other
2000-01-21,MCO,4.0,10.0,False,False,other
2000-01-22,MCO,16.0,-2.0,False,False,other
2000-01-23,MCO,-4.0,1.0,False,False,other
2000-01-24,MCO,34.0,39.0,False,False,other
2000-01-25,MCO,-5.0,-1.0,False,False,other
2000-01-26,MCO,7.0,-1.0,False,False,other
2000-01-27,MCO,-1.0,7.0,False,False,other
2000-01-28,MCO,,,True,False,other
2000-01-29,MCO,,,True,False,other
2000-01-30,MCO,23.0,0.0,False,False,other
2000-01-31,MCO,-2.0,1.0,False,False,other
2000-01-01,MCO,-11.0,-2.0,False,False,other
2000-01-02,MCO,11.0,6.0,False,False,other
2000-01-03,MCO,-7.0,0.0,False,False,other
2000-01-04,MCO,-11.0,2.0,False,False,other
2000-01-05,MCO,32.0,47.0,False,False,other
2000-01-06,MCO,1.0,2.0,False,False,other
2000-01-07,MCO,-7.0,3.0,False,False,other
2000-01-08,MCO,-10.0,-1.0,False,False,other
2000-01-09,MCO,,,True,False,other
2000-01-10,MCO,-15.0,-1.0,False,False,other
2000-01-11,MCO,-14.0,1.0,False,False,other
2000-01-12,MCO,-11.0,-7.0,False,False,other
2000-01-13,MCO,-11.0,-3.0,False,False,other
2000-01-14,MCO,-9.0,6.0,False,False,other
2000-01-15,MCO,-3.0,10.0,False,False,other
2000-01-16,MCO,-10.0,1.0,False,False,other
2000-01-17,MCO,-8.0,-2.0,False,False,other
2000-01-18,MCO,5.0,-3.0,False,False,other
2000-01-19,MCO,-10.0,0.0,False,False,other
2000-01-20,MCO,-4.0,5.0,False,False,other
2000-01-21,MCO,-9.0,-2.0,False,False,other
2000-01-22,MCO,0.0,3.0,False,False,other
2000-01-23,MCO,20.0,3.0,False,False,other
2000-01-24,MCO,-3.0,9.0,False,False,other
2000-01-25,MCO,1.0,22.0,False,False,other
2000-01-26,MCO,-10.0,-4.0,False,False,other
2000-01-27,MCO,-22.0,-1.0,False,False,other
2000-01-28,MCO,-14.0,0.0,False,False,other
2000-01-29,MCO,303.0,304.0,False,False,other
2000-01-30,MCO,91.0,108.0,False,False,other
2000-01-31,MCO,14.0,20.0,False,False,other
2000-01-01,MCO,6.0,1.0,False,False,other
2000-01-02,MCO,-11.0,6.0,False,False,other
2000-01-06,MCO,-16.0,2.0,False,False,other
2000-01-07,MCO,-13.0,4.0,False,False,other
2000-01-08,MCO,-19.0,0.0,False,False,other
2000-01-09,MCO,39.0,41.0,False,False,other
2000-01-13,MCO,-6.0,5.0,False,False,other
2000-01-14,MCO,-4.0,7.0,False,False,other
2000-01-15,MCO,35.0,11.0,False,False,other
2000-01-16,MCO,-7.0,9.0,False,False,other
2000-01-20,MCO,-9.0,-1.0,False,False,other
2000-01-21,MCO,2.0,13.0,False,False,other
2000-01-22,MCO,5.0,1.0,False,False,other
2000-01-23,MCO,18.0,24.0,False,False,other
2000-01-27,MCO,-5.0,10.0,False,False,other
2000-01-28,MCO,-10.0,4.0,False,False,other
2000-01-29,MCO,145.0,147.0,False,False,other
2000-01-30,MCO,23.0,5.0,False,False,other
2000-01-01,MCO,-3.0,-1.0,False,False,other
2000-01-02,MCO,-13.0,-1.0,False,False,other
2000-01-03,MCO,-1.0,2.0,False,False,other
2000-01-04,MCO,23.0,12.0,False,False,other
2000-01-05,MCO,-11.0,-1.0,False,False,other
2000-01-06,MCO,-7.0,-2.0,False,False,other
2000-01-07,MCO,-6.0,7.0,False,False,other
2000-01-08,MCO,0.0,4.0,False,False,other
2000-01-09,MCO,0.0,5.0,False,False,other
2000-01-10,MCO,-5.0,1.0,False,False,other
2000-01-11,MCO,-2.0,0.0,False,False,other
2000-01-12,MCO,-11.0,1.0,False,False,other
2000-01-13,MCO,46.0,5.0,False,False,other
2000-01-14,MCO,4.0,14.0,False,False,other
2000-01-15,MCO,4.0,-2.0,False,False,other
2000-01-16,MCO,-3.0,4.0,False,False,other
2000-01-17,MCO,10.0,10.0,False,False,other
2000-01-18,MCO,0.0,0.0,False,False,other
2000-01-19,MCO,-6.0,0.0,False,False,other
2000-01-20,MCO,-6.0,-1.0,False,False,other
2000-01-21,MCO,0.0,4.0,False,False,other
2000-01-22,MCO,-5.0,1.0,False,False,other
2000-01-23,MCO,-5.0,5.0,False,False,other
2000-01-24,MCO,6.0,19.0,False,False,other
2000-01-25,MCO,-5.0,1.0,False,False,other
2000-01-26,MCO,43.0,46.0,False,False,other
2000-01-27,MCO,-9.0,0.0,False,False,other
2000-01-28,MCO,-1.0,2.0,False,False,other
2000-01-29,MCO,-2.0,1.0,False,False,other
2000-01-30,MCO,25.0,32.0,False,False,other
2000-01-31,MCO,3.0,13.0,False,False,other
2000-01-01,MCO,-5.0,1.0,False,False,other
2000-01-02,MCO,24.0,32.0,False,False,other
2000-01-03,MCO,-7.0,-3.0,False,False,other
2000-01-04,MCO,-11.0,1.0,False,False,other
2000-01-05,MCO,-7.0,2.0,False,False,other
2000-01-06,MCO,-11.0,0.0,False,False,other
2000-01-07,MCO,-19.0,-5.0,False,False,other
2000-01-08,MCO,,,True,False,other
2000-01-09,MCO,-3.0,-2.0,False,False,other
2000-01-10,MCO,-9.0,1.0,False,False,other
2000-01-11,MCO,-4.0,1.0,False,False,other
2000-01-12,MCO,-3.0,7.0,False,False,other
2000-01-13,MCO,-7.0,-7.0,False,False,other
2000-01-14,MCO,116.0,126.0,False,False,other
2000-01-15,MCO,-14.0,-4.0,False,False,other
2000-01-16,MCO,-14.0,-5.0,False,False,other
2000-01-17,MCO,-2.0,0.0,False,False,other
2000-01-18,MCO,-3.0,2.0,False,False,other
2000-01-19,MCO,-9.0,-2.0,False,False,other
2000-01-20,MCO,3.0,-1.0,False,False,other
2000-01-21,MCO,-11.0,1.0,False,False,other
2000-01-22,MCO,-5.0,2.0,False,False,other
2000-01-23,MCO,-12.0,0.0,False,False,other
2000-01-24,MCO,9.0,20.0,False,False,other
2000-01-25,MCO,-19.0,-3.0,False,False,other
2000-01-26,MCO,-4.0,3.0,False,False,other
2000-01-27,MCO,2.0,-7.0,False,False,other
2000-01-28,MCO,-12.0,4.0,False,False,other
2000-01-29,MCO,10.0,0.0,False,False,other
2000-01-30,MCO,33.0,47.0,False,False,other
2000-01-31,MCO,-12.0,0.0,False,False,other
2000-01-01,MCO,4.0,0.0,False,False,other
2000-01-02,MCO,4.0,5.0,False,False,other
2000-01-08,MCO,,,True,False,other
2000-01-09,MCO,-12.0,-5.0,False,False,other
2000-01-15,MCO,3.0,-2.0,False,False,other
2000-01-16,MCO,0.0,0.0,False,False,other
2000-01-22,MCO,2.0,0.0,False,False,other
2000-01-23,MCO,45.0,47.0,False,False,other
2000-01-29,MCO,55.0,60.0,False,False,other
2000-01-30,MCO,20.0,4.0,False,False,other
2000-01-01,MCO,-5.0,0.0,False,False,other
2000-01-02,MCO,-12.0,-2.0,False,False,other
2000-01-08,MCO,10.0,0.0,False,False,other
2000-01-09,MCO,24.0,0.0,False,False,other
2000-01-15,MCO,-10.0,-2.0,False,False,other
2000-01-16,MCO,51.0,14.0,False,False,other
2000-01-22,MCO,28.0,0.0,False,False,other
2000-01-23,MCO,93.0,89.0,False,False,other
2000-01-29,MCO,,,True,False,other
2000-01-30,MCO,13.0,15.0,False,False,other
2000-01-01,MIA,-10.0,-3.0,False,False,other
2000-01-02,MIA,-8.0,0.0,False,False,other
2000-01-03,MIA,21.0,3.0,False,False,other
2000-01-04,MIA,-6.0,1.0,False,False,other
2000-01-05,MIA,25.0,2.0,False,False,other
2000-01-06,MIA,-7.0,0.0,False,False,other
2000-01-07,MIA,-6.0,-1.0,False,False,other
2000-01-08,MIA,-1.0,4.0,False,False,other
2000-01-09,MIA,38.0,16.0,False,False,other
2000-01-10,MIA,209.0,221.0,False,False,other
2000-01-11,MIA,3.0,0.0,False,False,other
2000-01-12,MIA,-6.0,-1.0,False,False,other
2000-01-13,MIA,2.0,-1.0,False,False,other
2000-01-14,MIA,20.0,0.0,False,False,other
2000-01-15,MIA,-8.0,-2.0,False,False,other
2000-01-16,MIA,51.0,40.0,False,False,other
2000-01-17,MIA,172.0,167.0,False,False,other
2000-01-18,MIA,0.0,-4.0,False,False,other
2000-01-19,MIA,11.0,-2.0,False,False,other
2000-01-20,MIA,1.0,-5.0,False,False,other
2000-01-21,MIA,3.0,0.0,False,False,other
2000-01-22,MIA,17.0,2.0,False,False,other
2000-01-23,MIA,133.0,125.0,False,False,other
2000-01-24,MIA,-6.0,-3.0,False,False,other
2000-01-25,MIA,3.0,0.0,False,False,other
2000-01-26,MIA,-7.0,-2.0,False,False,other
2000-01-27,MIA,-9.0,6.0,False,False,other
2000-01-28,MIA,63.0,69.0,False,False,other
2000-01-29,MIA,14.0,11.0,False,False,other
2000-01-30,MIA,83.0,90.0,False,False,other
2000-01-31,MIA,-14.0,1.0,False,False,other
2000-01-01,MIA,-13.0,1.0,False,False,other
2000-01-02,MIA,7.0,-2.0,False,False,other
2000-01-03,MIA,-1.0,1.0,False,False,other
2000-01-04,MIA,46.0,41.0,False,False,other
2000-01-05,MIA,0.0,1.0,False,False,other
2000-01-06,MIA,-12.0,-2.0,False,False,other
2000-01-07,MIA,-8.0,0.0,False,False,other
2000-01-08,MIA,10.0,5.0,False,False,other
2000-01-09,MIA,23.0,10.0,False,False,other
2000-01-10,MIA,14.0,19.0,False,False,other
2000-01-11,MIA,-7.0,-1.0,False,False,other
2000-01-12,MIA,,,True,False,other
2000-01-13,MIA,-8.0,1.0,False,False,other
2000-01-14,MIA,18.0,18.0,False,False,other
2000-01-15,MIA,-8.0,-1.0,False,False,other
2000-01-16,MIA,-1.0,-2.0,False,False,other
2000-01-17,MIA,-3.0,-1.0,False,False,other
2000-01-18,MIA,3.0,0.0,False,False,other
2000-01-19,MIA,-6.0,-1.0,False,False,other
2000-01-20,MIA,-8.0,-1.0,False,False,other
2000-01-21,MIA,-9.0,-3.0,False,False,other
2000-01-22,MIA,64.0,57.0,False,False,other
2000-01-23,MIA,21.0,10.0,False,False,other
2000-01-24,MIA,43.0,-1.0,False,False,other
2000-01-25,MIA,-7.0,-1.0,False,False,other
2000-01-26,MIA,-12.0,-1.0,False,False,other
2000-01-27,MIA,-11.0,-1.0,False,False,other
2000-01-28,MIA,-8.0,1.0,False,False,other
2000-01-29,MIA,4.0,3.0,False,False,other
2000-01-30,MIA,16.0,3.0,False,False,other
2000-01-31,MIA,-4.0,1.0,False,False,other
2000-01-01,MIA,-10.0,-6.0,False,False,other
2000-01-02,MIA,-1.0,-4.0,False,False,other
2000-01-03,MIA,-8.0,-3.0,False,False,other
2000-01-04,MIA,114.0,125.0,False,False,other
